PERATURAN,BAB,PASAL
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 1 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 2 Huruf a Yang dimaksud dengan ”asas transparan” adalah keterbukaan dalam penyelenggaraan Lalu Lintas dan Angkutan Jalan kepada masyarakat luas dalam memperoleh informasi yang benar, jelas, dan jujur sehingga masyarakat mempunyai kesempatan berpartisipasi bagi pengembangan Lalu Lintas dan Angkutan Jalan.  Huruf b Yang    dimaksud   dengan    ”asas  akuntabel”     adalah penyelenggaraan Lalu Lintas dan Angkutan Jalan yang dapat dipertanggungjawabkan.  Huruf c Yang    dimaksud   dengan   “asas  berkelanjutan” adalah penjaminan kualitas fungsi lingkungan melalui pengaturan persyaratan teknis laik kendaraan dan rencana umum pembangunan serta pengembangan Jaringan Lalu Lintas dan Angkutan Jalan.    Huruf d . . . -8-  Huruf d Yang dimaksud dengan ”asas partisipatif” adalah pengaturan peran serta masyarakat dalam proses penyusunan kebijakan, pengawasan terhadap pelaksanaan kebijakan, penanganan kecelakaan, dan pelaporan atas peristiwa yang terkait dengan Lalu Lintas dan Angkutan Jalan.  Huruf e Yang dimaksud dengan “asas bermanfaat” adalah semua kegiatan penyelenggaraan Lalu Lintas dan Angkutan Jalan yang dapat memberikan nilai tambah sebesar-besarnya dalam rangka mewujudkan kesejahteraan masyarakat.  Huruf f Yang dimaksud dengan “asas efisien dan efektif” adalah pelayanan dalam penyelenggaraan Lalu Lintas dan Angkutan Jalan yang dilakukan oleh setiap pembina pada jenjang pemerintahan secara berdaya guna dan berhasil guna.  Huruf g Yang    dimaksud    dengan   ”asas  seimbang”      adalah penyelenggaraan Lalu Lintas dan Angkutan Jalan yang harus dilaksanakan atas dasar keseimbangan antara sarana dan prasarana serta pemenuhan hak dan kewajiban Pengguna Jasa dan penyelenggara.  Huruf h Yang dimaksud dengan “asas terpadu” adalah penyelenggaraan pelayanan Lalu Lintas dan Angkutan Jalan yang dilakukan dengan mengutamakan keserasian dan kesalingbergantungan kewenangan dan tanggung jawab antarinstansi pembina.  Huruf i Yang dimaksud dengan ”asas mandiri” adalah upaya penyelenggaraan Lalu Lintas dan Angkutan Jalan melalui pengembangan dan pemberdayaan sumber daya nasional.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 3 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 4 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 5 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 6 . . . -9-   
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 6 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 7 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 8 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 9 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 10 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 11 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 12 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 13 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan “forum Lalu Lintas dan Angkutan Jalan” adalah badan ad hoc yang berfungsi sebagai wahana untuk menyinergikan tugas pokok dan fungsi setiap instansi penyelenggara Lalu Lintas dan Angkutan Jalan dalam rangka: a. menganalisis permasalahan; b. menjembatani, menemukan solusi, dan meningkatkan kualitas pelayanan; dan c. bukan sebagai aparat penegak hukum.  Ayat (3) Cukup jelas.  Ayat (4) Cukup jelas.  Ayat (5) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 14 . . . - 10 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 14 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 15 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 16 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 17 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 18 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 19 Ayat (1) Cukup jelas.  Ayat (2) Cukup jelas.  Ayat (3) Yang dimaksud dengan ”keadaan tertentu” adalah dalam hal berikut: a. Lalu Lintas yang membutuhkan Prasarana Jalan adalah Lalu Lintas dengan muatan sumbu terberat kurang dari 8 (delapan) ton; dan/atau b. Penyelenggara Jalan belum mampu membiayai penyediaan Prasarana Jalan untuk Lalu Lintas dengan muatan sumbu terberat paling berat 8 (delapan) ton.  Ayat (4) Cukup jelas.  Ayat (5) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 20 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 21 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 22 . . . - 11 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 22 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 23 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 24 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 25 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 26 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 27 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 28 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 29 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 30 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 31 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 32 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 33 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 34 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 35 Cukup jelas.   
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 36 . . . - 12 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 36 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 37 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 38 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan “fasilitas utama” adalah jalur keberangkatan, jalur kedatangan, ruang tunggu penumpang, tempat naik turun penumpang, tempat parkir kendaraan, papan informasi, kantor pengendali terminal, dan loket. Yang dimaksud dengan “fasilitas penunjang” antara lain adalah fasilitas untuk penyandang cacat, fasilitas kesehatan, fasilitas umum, fasilitas peribadatan, pos kesehatan, pos polisi, dan alat pemadam kebakaran.  Ayat (3) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 39 Ayat (1) Yang dimaksud dengan “lingkungan kerja Terminal” adalah lingkungan yang berkaitan langsung dengan fasiltas Terminal dan dibatasi dengan pagar.  Ayat (2) Yang dimaksud dengan ”penyelenggara Terminal” adalah unit pelaksana teknis dari Pemerintah Daerah.  Ayat (3) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 40 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 41 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 42 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 43 . . . - 13 -   
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 43 Ayat (1) Yang dimaksud dengan “Parkir untuk umum” adalah tempat untuk memarkir kendaraan dengan dipungut biaya. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas. Ayat (4) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 44 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 45 Ayat (1) Huruf a Cukup jelas. Huruf b Cukup jelas. Huruf c Yang dimaksud dengan “tempat penyeberangan” dapat berupa zebra cross dan penyeberangan yang berupa jembatan atau terowongan. Huruf d Cukup jelas. Huruf e Cukup jelas. Ayat (2) Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 46 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 47 Ayat (1) Cukup jelas.  Ayat (2) . . . - 14 -  Ayat (2) Huruf a Cukup jelas.  Huruf b Yang dimaksud dengan “mobil penumpang” adalah Kendaraan Bermotor angkutan orang yang memiliki tempat duduk maksimal 8 (delapan) orang, termasuk untuk Pengemudi atau yang beratnya tidak lebih dari 3.500 (tiga ribu lima ratus) kilogram.  Huruf c Yang dimaksud dengan “mobil bus” adalah Kendaraan Bermotor angkutan orang yang memiliki tempat duduk lebih dari 8 (delapan) orang, termasuk untuk Pengemudi atau yang beratnya lebih dari 3.500 (tiga ribu lima ratus) kilogram.  Huruf d Yang dimaksud dengan “mobil barang” adalah Kendaraan Bermotor yang digunakan untuk angkutan barang.  Huruf e Yang dimaksud dengan “kendaraan khusus” adalah Kendaraan Bermotor yang dirancang khusus yang memiliki fungsi dan rancang bangun tertentu, antara lain: a. Kendaraan Bermotor Tentara Nasional Indonesia; b. Kendaraan Bermotor Kepolisian Negara Republik Indonesia; c. alat berat antara lain bulldozer, traktor, mesin gilas (stoomwaltz), forklift, loader, excavator, dan crane; serta d. Kendaraan khusus penyandang cacat.  Ayat (3) Cukup jelas.  Ayat (4) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 48 Ayat (1) Cukup jelas.  Ayat (2) . . . - 15 -  Ayat (2) Huruf a Yang dimaksud dengan “susunan” terdiri atas: a. rangka landasan; b. motor penggerak; c. sistem pembuangan; d. sistem penerus daya; e. sistem roda-roda; f. sistem suspensi; g. sistem alat kemudi; h. sistem rem; i. sistem lampu dan alat pemantul cahaya, terdiri atas: 1. lampu utama dekat, warna putih, atau kuning muda; 2. lampu utama jauh, warna putih, atau kuning muda; 3. lampu penunjuk arah, warna kuning tua dengan sinar kelap-kelip; 4. lampu rem, warna merah; 5. lampu posisi depan, warna putih atau kuning muda; 6. lampu posisi belakang, warna merah; dan 7. lampu mundur, warna putih atau kuning muda; j. komponen pendukung, yang terdiri atas: 1. pengukur kecepatan (speedometer); 2. kaca spion; 3. penghapus kaca kecuali sepeda motor; 4. klakson; 5. spakbor; dan 6. bumper kecuali sepeda motor.  Huruf b Yang dimaksud dengan “perlengkapan” terdiri atas: a. sabuk keselamatan; b. ban cadangan; c. segitiga pengaman; d. dongkrak; e. pembuka roda; f. helm dan rompi pemantul cahaya bagi pengemudi Kendaraan Bermotor beroda empat atau lebih, yang tidak memiliki rumah-rumah; dan g. peralatan pertolongan pertama pada kecelakaan.  Huruf c . . . - 16 -  Huruf c Yang dimaksud dengan “ukuran” adalah dimensi utama Kendaraan Bermotor, antara lain panjang, lebar, tinggi, julur depan (front over hang), julur belakang (rear over hang), dan sudut pergi (departure angle).  Huruf d Yang dimaksud dengan “karoseri” adalah badan kendaraan, antara lain kaca-kaca, pintu, engsel, tempat duduk, tempat pemasangan tanda nomor Kendaraan Bermotor, tempat keluar darurat (khusus mobil bus), tangga (khusus mobil bus), dan perisai kolong (khusus mobil barang).  Huruf e Yang dimaksud dengan “rancangan teknis kendaraan sesuai dengan peruntukannya” adalah rancangan yang sesuai dengan fungsi: a. kendaraan bermotor untuk mengangkut orang; atau b. kendaraan bermotor untuk mengangkut barang.  Huruf f Yang dimaksud dengan “pemuatan” adalah tata cara untuk memuat orang dan/atau barang.  Huruf g Yang dimaksud dengan “penggunaan” adalah cara menggunakan    Kendaraan Bermotor sesuai dengan peruntukannya.  Huruf h Yang dimaksud dengan ”penggandengan Kendaraan Bermotor” adalah cara menggandengkan Kendaraan Bermotor dengan menggunakan alat perangkai.  Huruf i Yang dimaksud dengan “penempelan Kendaraan Bermotor” adalah cara menempelkan Kendaraan Bermotor dengan: a. menggunakan alat perangkai; b. menggunakan roda kelima yang dilengkapi dengan alat pengunci; dan c. dilengkapi kaki-kaki penopang.   Ayat (3) . . . - 17 -  Ayat (3) Cukup jelas.  Ayat (4) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 49 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 50 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 51 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 52 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 53 Ayat (1) Cukup jelas.  Ayat (2) Cukup jelas.  Ayat (3) Huruf a Cukup jelas.  Huruf b Yang dimaksud dengan “izin dari Pemerintah” adalah izin dari kementerian negara yang membidangi sarana dan Prasarana Lalu Lintas dan Angkutan Jalan berdasarkan rekomendasi dari kementerian yang membidangi industri, dan Kepolisian Negara Republik Indonesia.  Huruf c Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 54 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 55 . . . - 18 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 55 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 56 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 57 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 58 Yang dimaksud dengan “perlengkapan       yang dapat mengganggu keselamatan berlalu lintas” adalah        pemasangan peralatan, perlengkapan, atau benda lain pada        Kendaraan yang dapat membahayakan keselamatan lalu lintas,     antara lain pemasangan bumper tanduk dan lampu menyilaukan.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 59 Ayat (1) Yang dimaksud dengan “kepentingan tertentu” adalah Kendaraan yang karena sifat dan fungsinya diberi lampu isyarat berwarna merah atau biru sebagai tanda memiliki hak utama untuk kelancaran dan lampu isyarat berwarna kuning sebagai tanda yang memerlukan perhatian khusus dari Pengguna Jalan untuk keselamatan.  Ayat (2) Cukup jelas.  Ayat (3) Yang dimaksud dengan “Kendaraan Bermotor yang memiliki hak utama” adalah Kendaraan Bermotor yang mendapat prioritas dan wajib didahulukan dari Pengguna Jalan lain.  Ayat (4) Cukup jelas.  Ayat (5) Cukup jelas.  Ayat (6) Cukup jelas.  Ayat (7) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 60 . . . - 19 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 60 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan ”mempunyai kualitas tertentu” adalah bengkel umum yang mampu melakukan jenis pekerjaan perawatan berkala, perbaikan kecil, perbaikan besar, serta perbaikan sasis dan bodi.  Ayat (3) Cukup jelas.  Ayat (4) Cukup jelas.  Ayat (5) Cukup jelas.  Ayat (6) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 61 Ayat (1) Cukup jelas.  Ayat (2) Cukup jelas.  Ayat (3) Yang dimaksud dengan “dimensi” adalah ukuran muatan yang didasarkan pada panjang, lebar, dan tinggi bak kendaraan yang memenuhi persyaratan keselamatan Kendaraan, Pengemudi, dan Pengguna Jalan lain. Yang dimaksud dengan “berat” adalah beban yang sesuai dengan kemampuan penarik atau pendorong, kemampuan rem, dan daya dukung sumbu roda sesuai dengan daya dukung Jalan.  Ayat (4) Cukup jelas. "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 62 Ayat (1) Cukup jelas.  Ayat (2) . . . - 20 -  Ayat (2) Yang dimaksud dengan “fasilitas pendukung” antara lain berupa lajur khusus sepeda, fasilitas menyeberang khusus dan/atau bersamaan dengan Pejalan Kaki. "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 63 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 64 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 65 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 66 Huruf a Cukup jelas.  Huruf b Cukup jelas. Huruf c Yang dimaksud dengan “cek fisik Kendaraan Bermotor” adalah cek fisik yang disesuaikan dengan dokumen hasil uji tipe dan dokumen pendukung lain. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 67 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 68 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 69 Ayat (1) Yang dimaksud dengan “kepentingan tertentu” meliputi: a. memindahkan kendaraan dari tempat penjual, distributor, atau pabrikan ke tempat tertentu untuk mengganti atau melengkapi komponen penting dari Kendaraan yang bersangkutan atau ke tempat pendaftaran Kendaraan Bermotor; b. memindahkan dari satu tempat penyimpanan di suatu pabrik ke tempat penyimpanan di pabrik lain; c. mencoba Kendaraan Bermotor baru sebelum kendaraan tersebut dijual; d. mencoba Kendaraan Bermotor yang sedang dalam taraf penelitian; atau  e. memindahkan . . . - 21 -  e. memindahkan Kendaraan Bermotor dari tempat penjual ke tempat pembeli. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas. "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 70 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan “pengesahan setiap tahun” adalah sebagai pengawasan tahunan terhadap registrasi dan identifikasi Kendaraan Bermotor serta menumbuhkan kepatuhan wajib pajak Kendaraan Bermotor.  Ayat (3) Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 71 Ayat (1) Huruf a Yang dimaksud dengan “bukti registrasi hilang atau rusak” adalah kehilangan atau kerusakan Buku Pemilik Kendaraan Bermotor, Surat Tanda Nomor Kendaraan Bermotor, dan/atau Tanda Nomor Kendaraan Bermotor.  Huruf b Yang dimaksud dengan “spesifikasi teknis Kendaraan Bermotor diubah” adalah perubahan yang terjadi pada spesifikasi teknis Kendaraan Bermotor, antara lain perubahan mesin penggerak, perubahan karoseri, dan modifikasi. Yang dimaksud dengan “fungsi Kendaraan Bermotor diubah” adalah terjadinya perubahan fungsi Kendaraan Bermotor Umum menjadi Kendaraan Bermotor perseorangan atau sebaliknya. Huruf c Yang dimaksud dengan “beralih” adalah Kendaraan Bermotor yang telah dijual atau dihibahkan. Huruf d Cukup jelas. Ayat (2) . . . - 22 -  Ayat (2) Cukup jelas.  Ayat (3) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 72 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 73 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 74 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 75 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 76 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 77 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 78 Ayat (1) Cukup jelas.  Ayat (2) Cukup jelas.  Ayat (3) Cukup jelas.  Ayat (4) Yang dimaksud dengan “akreditasi” mencakup kelembagaan, instruktur, kurikulum, kendaraan, pelatihan, dan sarana lain.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 79 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 80 Huruf a Cukup jelas.  Huruf b . . . - 23 -  Huruf b Cukup jelas. Huruf c Yang dimaksud dengan “Kendaraan alat berat” antara lain traktor, stoomwaltz, forklift, loader, excavator, buldozer, dan crane. Huruf d Cukup jelas. Huruf e Cukup jelas. "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 81 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 82 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 83 Ayat (1) Cukup jelas.  Ayat (2) Cukup jelas.  Ayat (3) Huruf a Cukup jelas.  Huruf b Angka 1 Yang dimaksud dengan “tempat tertentu lainnya” antara lain, Halte, pusat distribusi barang, pusat pemerintahan,   pusat    pendidikan,   dan   pusat perekonomian. Angka 2 Cukup jelas. Angka 3 Cukup jelas.  Angka 4 Cukup jelas.  Angka 5 . . . - 24 -  Angka 5 Cukup jelas. Ayat (4) Cukup jelas.  Ayat (5) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 84 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 85 Ayat (1) Yang dimaksud dengan “Surat Izin Mengemudi bentuk lain” adalah Surat Izin Mengemudi yang bentuknya disesuaikan dengan perkembangan teknologi. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas. Ayat (4) Cukup jelas. Ayat (5) Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 86 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 87 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 88 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 89 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 90 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 91 Cukup jelas.   
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 92 . . . - 25 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 92 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 93 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 94 Ayat (1) Huruf a Cukup jelas.  Huruf b Cukup jelas.  Huruf c Cukup jelas.  Huruf d Cukup jelas.  Huruf e Cukup jelas.  Huruf f Cukup jelas.  Huruf g Cukup jelas.  Huruf h Yang dimaksud dengan ”tingkat pelayanan” adalah ukuran kuantitatif (rasio volume per kapasitas) dan kualitatif yang menggambarkan kondisi operasional, seperti kecepatan, waktu perjalanan, kebebasan bergerak, keamanan, keselamatan, ketertiban, dan kelancaran dalam arus Lalu Lintas serta penilaian Pengemudi terhadap kondisi arus Lalu Lintas.  Huruf i Cukup jelas.  Ayat (2) Cukup jelas.  Ayat (3) . . . - 26 -  Ayat (3) Huruf a Yang dimaksud dengan ”perbaikan geometrik ruas jalan” adalah perbaikan terhadap bentuk dan dimensi jalan, antara lain radius, kemiringan, alinyemen (alignment), lebar, dan kanalisasi.  Huruf b Cukup jelas.  Huruf c Cukup jelas.  Ayat (4) Cukup jelas.  Ayat (5) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 95 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 96 Ayat (1) Cukup jelas.  Ayat (2) Cukup jelas. Ayat (3) Cukup jelas. Ayat (4) Cukup jelas. Ayat (5) Cukup jelas. Ayat (6) Yang dimaksud dengan “jalan kota” adalah seluruh Jaringan Jalan yang berada dalam wilayah administratif kota, kecuali jalan nasional dan jalan provinsi.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 97 Cukup jelas. 
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 98 . . . - 27 -  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 98 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 99 Ayat (1) Yang dimaksud dengan “pembangunan pusat kegiatan, permukiman, dan infrastruktur” adalah pembangunan baru, perubahan penggunaan lahan, perubahan intensitas tata guna lahan dan/atau perluasan lantai bangunan dan/atau perubahan intensitas penggunaan, perubahan kerapatan guna lahan tertentu, penggunaan lahan tertentu, antara lain Terminal, Parkir untuk umum di luar Ruang Milik Jalan, tempat pengisian bahan bakar minyak, dan fasilitas umum lain. Analisis dampak lalu lintas dalam implementasinya dapat diintegrasikan dengan analisis mengenai dampak lingkungan.  Ayat (2) Cukup jelas.  Ayat (3) Cukup jelas.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK," 100 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan “instansi terkait di bidang Lalu Lintas dan Angkutan Jalan” adalah instansi yang membidangi Jalan, instansi yang membidangi sarana dan Prasarana Lalu Lintas dan Angkutan Jalan, serta Kepolisian Negara Republik Indonesia.  "
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 101 Cukup jelas.  
UU 2009 22 .,XXII KETENTUAN PENUTUP PRESIDEN REPUBLIK, 102 Ayat (1) Cukup jelas.  Ayat (2) Yang dimaksud dengan jangka waktu 30 (tiga puluh) hari adalah waktu yang disediakan untuk memberikan informasi kepada Pengguna Jalan. Ayat (3) . . . - 28 -  Ayat (3) Cukup jelas.  
